GrLivArea,BedroomAbvGr,FullBath,YearBuilt,TotalBsmtSF,SalePrice
889,3,1,1984,864.0,137500
1968,4,2,1969,784.0,172000
1836,4,2,1900,686.0,103000
1587,3,2,1971,1587.0,167300
1277,2,1,1970,1277.0,167000
2223,3,2,1973,2223.0,244000
2217,4,2,1970,2217.0,268000
1733,3,2,2003,847.0,225000
1572,3,2,1995,806.0,168000
1470,3,2,1997,794.0,177000
1600,3,2,1997,916.0,169000
1384,3,2,1997,384.0,161500
1652,2,2,2000,1494.0,251000
1694,3,2,1994,392.0,160000
1714,3,2,1999,923.0,180000
1553,3,2,1996,691.0,178750
1253,3,2,1995,1237.0,176000
2299,5,3,1999,938.0,204000
1187,3,2,1992,1168.0,160000
1472,3,2,1991,384.0,160000
1482,3,2,1992,384.0,163900
1642,3,2,1993,903.0,168000
1128,3,1,1964,1302.0,154204
1088,2,1,1986,1074.0,170000
2090,3,2,1984,1190.0,207500
1179,2,2,1988,1166.0,182000
1321,1,1,1990,1312.0,212000
1922,3,2,2005,1922.0,377426
2541,4,3,2005,1149.0,349265
2338,4,2,2006,2660.0,591587
1424,3,1,1969,1100.0,155000
1612,2,2,2006,1612.0,319900
1419,2,2,2007,1419.0,392000
2234,1,1,2006,2220.0,441929
2042,3,2,2006,1742.0,455000
1440,3,2,1981,1440.0,182900
1284,3,2,1984,1284.0,174000
1868,3,3,1984,585.0,178000
1479,3,2,1981,725.0,176000
1664,3,2,1978,1529.0,213000
1930,4,2,1979,780.0,192000
1969,3,2,1977,808.0,190000
2030,4,2,1976,848.0,195000
1032,3,2,1978,1032.0,148000
1177,3,2,1984,1153.0,151500
1725,3,2,1979,539.0,197000
1353,2,2,1979,1259.0,192350
1620,4,2,1969,780.0,152000
1220,2,2,1971,1625.0,170000
1484,3,2,1971,1484.0,175000
1743,3,1,1968,702.0,175000
1935,3,2,1976,793.0,197900
1324,3,2,1976,1228.0,174000
1877,4,2,1974,1084.0,178900
1109,3,1,1971,372.0,139000
981,3,1,1971,981.0,143250
1479,4,1,1972,725.0,184000
1422,3,1,1970,925.0,155000
914,3,1,1970,914.0,133000
950,3,1,1971,950.0,119500
872,3,1,1971,858.0,123000
858,2,1,1971,858.0,110000
914,2,1,1961,914.0,128000
864,3,1,1971,864.0,120500
767,1,1,1998,723.0,133000
1337,2,2,2001,1337.0,155000
1337,2,2,1997,1405.0,177000
1092,3,1,1973,525.0,113500
1218,3,1,1973,672.0,113000
1218,4,1,1973,672.0,113700
1302,3,2,1970,630.0,106000
1365,2,1,1971,765.0,122500
958,2,2,1976,1078.0,128000
1548,3,2,1976,804.0,155000
1055,2,2,1978,1061.0,142500
988,3,1,1966,988.0,129250
1816,3,2,2006,1790.0,356000
1828,3,2,2007,1822.0,314813
1694,3,2,2007,1694.0,318000
1694,3,2,2006,1694.0,322400
1734,3,2,2007,1734.0,318000
2122,2,2,2007,2108.0,345474
2121,3,2,2006,2121.0,415298
2656,3,2,2007,1934.0,492000
2550,4,2,2006,1108.0,338931
2046,2,2,2005,1994.0,450000
2172,3,2,2006,1063.0,280000
2552,3,2,2007,2552.0,479069
1973,3,2,2006,1935.0,395000
2643,3,2,2006,2153.0,380000
1634,3,2,2006,1626.0,250000
1976,2,2,2006,1976.0,440000
2758,4,2,2005,1704.0,418000
2290,2,2,2007,2320.0,500067
2152,3,2,2007,1582.0,260116
2473,4,2,2004,1143.0,317000
2100,3,2,2007,918.0,319500
2161,3,1,2007,1582.0,325624
1802,3,2,2006,1802.0,372000
2956,5,2,2004,1706.0,342000
2468,4,2,2004,1136.0,354000
2385,3,2,2003,1317.0,350000
2374,4,2,2003,1181.0,285000
1818,3,2,2007,895.0,281500
1614,3,2,2005,1614.0,245700
1721,3,2,2005,1721.0,232698
1828,3,2,2006,1298.0,250000
1362,2,2,2005,1362.0,194700
1302,1,1,2005,1302.0,204000
1302,1,1,2005,1302.0,200000
1362,2,2,2005,1362.0,207000
1554,2,2,2006,1554.0,209500
1554,2,2,2006,1554.0,209500
1370,2,2,2006,1370.0,202500
1577,2,2,2005,1577.0,280000
1561,2,2,2005,1561.0,277500
1869,2,2,2007,1869.0,318061
1324,2,2,2006,1324.0,221370
1405,2,2,2003,1405.0,200000
1496,3,3,2007,768.0,181755
1536,3,2,2005,768.0,176000
1484,3,2,2005,783.0,178900
1458,3,2,2006,608.0,168165
1495,3,2,2006,738.0,171925
1746,3,2,2006,698.0,198444
1326,3,2,2005,1326.0,203000
1456,3,2,2007,728.0,179540
1302,3,2,2007,1302.0,176485
1340,3,2,2007,1340.0,181134
1412,3,2,2006,616.0,156932
1504,3,2,2007,752.0,166000
1456,3,2,2007,728.0,177594
1258,3,2,2007,1246.0,173500
1258,2,2,2006,1258.0,172500
1402,2,0,2006,1258.0,194201
1589,2,2,2003,1406.0,226500
1266,2,2,2007,1266.0,185485
1530,3,2,2004,1530.0,259000
1119,2,2,2004,835.0,188500
1374,3,2,2004,384.0,175000
1959,4,2,2004,847.0,215000
1525,3,2,2006,1510.0,206580
1720,3,2,2004,840.0,183500
1394,3,2,2003,384.0,165500
1948,4,2,2003,847.0,211000
1690,3,2,2000,924.0,181000
1995,4,2,2002,854.0,219500
1647,3,2,1999,953.0,175000
1430,3,2,2000,384.0,170000
1320,3,2,2003,660.0,162000
1690,3,2,2000,915.0,187000
1644,3,2,1999,941.0,185000
4476,4,3,1996,2396.0,745000
2551,4,2,1997,1779.0,384500
2285,4,2,2000,969.0,248000
2633,2,2,2001,2633.0,466500
3078,4,2,1998,1408.0,410000
2582,4,2,1998,1389.0,322500
2385,4,2,1998,1066.0,252000
4316,4,3,1994,2444.0,755000
2013,3,2,1996,1117.0,269790
2398,3,2,1996,1379.0,315750
2520,4,2,1995,1203.0,290000
2531,4,2,1995,1318.0,290000
3228,4,3,1992,3200.0,430000
2202,4,2,1992,1105.0,263000
2538,4,2,1996,1325.0,330000
1369,3,2,2007,1369.0,213133
1542,3,2,2007,1542.0,260261
1905,3,2,2006,1905.0,320000
1464,3,2,2007,1485.0,282922
1534,3,2,2006,1524.0,215000
1966,1,2,2007,1966.0,419005
1636,3,2,2006,1623.0,255000
1795,2,2,2006,1795.0,147000
1528,3,3,2007,1528.0,235876
1726,3,2,2007,1726.0,311872
1689,3,2,2007,1689.0,248328
1588,3,2,2006,1588.0,227000
1538,3,2,2005,1538.0,260000
1496,3,2,2007,1496.0,225000
1506,3,2,2005,1494.0,249000
1694,3,2,2004,1686.0,307000
1977,3,2,2006,982.0,250000
1830,3,2,2006,1302.0,221300
1338,3,2,2007,1338.0,208900
1335,3,2,2006,1335.0,210400
1792,3,2,2007,896.0,255000
1588,3,3,2007,725.0,212109
1959,3,2,2006,1088.0,270000
2610,4,2,2007,1184.0,303477
1880,3,2,2007,955.0,310013
1656,3,2,2006,1656.0,249700
1761,3,3,2007,874.0,227875
1584,2,2,2007,1574.0,261329
1685,2,2,2006,1685.0,253000
2443,4,2,2004,1158.0,265000
2466,4,3,2004,1580.0,340000
1100,3,1,2006,1100.0,146000
1143,3,1,2006,1143.0,147000
1094,3,1,2003,1094.0,149000
1486,3,2,2006,1461.0,181000
1721,3,2,1994,928.0,201000
1820,3,2,1993,864.0,191750
1349,3,2,2000,1349.0,179000
1494,3,2,1998,1482.0,215000
1575,2,2,1992,1575.0,179200
1266,2,1,1980,630.0,128000
884,2,1,1983,840.0,144000
2020,4,2,1977,0.0,144000
894,2,1,1977,894.0,120750
970,2,1,1963,970.0,132500
1057,3,1,1962,1057.0,132000
999,3,1,1962,999.0,132500
1120,3,1,1961,1040.0,129000
1696,3,1,1962,1140.0,143900
1040,3,1,1968,1040.0,145000
988,3,1,1961,988.0,128500
902,3,1,1967,876.0,125500
2503,3,2,1990,1223.0,300000
2167,3,2,1974,1192.0,294000
1037,2,1,1974,1037.0,129000
1701,3,2,1975,1390.0,171000
1055,2,1,1973,1044.0,147000
2810,4,2,1990,1453.0,302000
2872,4,2,1992,1683.0,285000
1378,2,2,2004,1378.0,214000
1151,2,2,2006,1141.0,166000
1565,2,2,2006,1511.0,193800
1352,2,2,2006,1352.0,208900
1352,2,2,2006,1352.0,194000
1550,2,2,2006,1550.0,207500
1241,1,1,2006,1241.0,199900
1250,2,2,2006,625.0,164700
1501,3,2,1999,744.0,176500
1458,2,2,1999,729.0,176000
1512,2,2,2000,756.0,168500
1573,3,2,2000,756.0,177000
1525,3,2,2000,756.0,177000
1102,2,2,2004,551.0,148800
1441,2,2,1999,776.0,174000
1950,3,2,1997,975.0,239000
1358,3,2,1999,1339.0,204000
2048,3,2,2003,1054.0,301000
2362,3,2,1998,1220.0,312500
1494,1,1,1994,1494.0,279700
2362,3,2,1980,2002.0,255000
1432,2,1,1978,1360.0,194000
1437,3,2,1976,1437.0,218000
1295,1,1,1978,1057.0,213750
1855,3,2,1976,528.0,187000
1262,3,2,1976,1262.0,181500
2497,2,2,1981,2461.0,373000
2620,4,2,1977,1361.0,190000
1929,3,2,2001,1057.0,226000
1152,3,1,1968,912.0,143450
2411,4,2,1970,1008.0,240050
1082,3,1,1969,973.0,162500
1295,3,1,1968,1295.0,164000
1610,3,2,1972,1124.0,185000
1594,2,2,1993,1594.0,188500
2075,3,2,1993,1148.0,255000
1680,4,2,1976,1680.0,136905
1093,3,2,1966,1093.0,158500
1242,3,1,1973,1242.0,175500
1052,3,1,1963,1052.0,127000
1107,3,1,1967,949.0,127000
1214,3,2,1967,1214.0,143000
1073,3,1,1965,1073.0,156000
1344,2,1,1958,1024.0,144000
1728,6,2,1964,1728.0,119000
1224,2,2,1964,0.0,103000
1422,3,1,1960,978.0,139900
958,2,1,1960,958.0,151500
1065,3,1,1960,1065.0,126500
1138,3,1,1958,588.0,145000
912,2,1,1958,912.0,120000
1074,2,1,1956,894.0,124000
882,3,1,1959,0.0,106500
1187,2,1,1961,864.0,140500
964,3,1,1961,964.0,137500
894,3,1,1960,894.0,117600
1200,3,2,1966,1174.0,163500
1042,3,2,1965,1042.0,161000
1302,3,2,1964,1302.0,158000
2154,5,2,1964,845.0,224500
1374,3,1,1964,1130.0,147000
1652,3,1,1959,1592.0,200000
1429,3,1,1960,1144.0,181900
1327,3,1,1959,1063.0,150750
1224,2,2,1962,0.0,101800
932,2,1,1950,932.0,124000
908,2,1,1940,822.0,138500
334,1,1,1946,0.0,39300
666,2,1,1946,666.0,64500
670,2,1,1945,370.0,64000
808,2,1,1958,808.0,112000
1977,4,1,1964,816.0,165000
1150,2,1,1955,1078.0,144000
1920,4,2,1948,928.0,137000
1376,3,1,1941,768.0,105000
1644,3,1,1942,728.0,146500
1560,4,2,1968,1560.0,126000
1280,3,2,1966,793.0,175000
1254,3,1,1961,1218.0,158500
912,2,1,1958,912.0,114500
1524,3,1,1958,874.0,144000
2380,3,2,1965,1021.0,129000
936,2,1,1957,936.0,141000
1008,3,1,1956,1008.0,131000
1053,3,1,1963,1053.0,142100
1056,3,1,1958,1056.0,139000
1442,4,1,1958,1442.0,157900
1056,3,1,1954,1056.0,139400
1244,3,1,1957,1244.0,150000
1144,3,1,1960,1144.0,120000
1721,4,1,1957,1331.0,174850
922,2,1,1957,922.0,116000
1048,3,1,1956,1048.0,135000
1657,3,2,1970,1657.0,163500
1411,3,1,1955,1204.0,130000
1216,3,1,1955,1216.0,129500
1154,3,1,1953,864.0,142000
1560,4,2,1958,1560.0,128600
948,2,1,1952,948.0,125000
1040,3,1,1953,1040.0,136000
1008,2,1,1953,1008.0,134500
925,3,1,1956,925.0,127000
1360,3,1,1955,384.0,130000
1540,4,1,1955,1190.0,115000
925,3,1,1955,923.0,116900
928,2,1,1956,928.0,132000
1647,3,1,1953,1105.0,153000
924,2,1,1952,924.0,112500
1544,3,2,1890,925.0,138000
893,2,1,1949,845.0,135000
1728,3,1,1953,1216.0,156000
3086,4,3,1935,666.0,301600
1034,2,1,1940,735.0,109000
882,1,1,1956,882.0,103200
1281,1,2,1925,1151.0,128500
968,4,2,1927,656.0,64500
1534,3,1,1895,736.0,148000
691,2,1,1920,691.0,86000
1651,4,2,1963,725.0,172000
888,3,1,1961,920.0,120000
952,3,1,1968,952.0,128500
2080,5,1,1969,1040.0,135000
924,3,1,1949,672.0,122900
1082,2,1,1948,1082.0,119200
1846,3,2,1949,1040.0,143000
988,3,1,1950,876.0,119000
1238,3,1,1950,864.0,102000
864,3,1,1950,864.0,129000
1134,2,1,1960,1010.0,135000
1040,3,1,1959,1040.0,152000
1170,3,1,1958,1170.0,140000
1242,3,1,1960,1242.0,152000
1377,3,1,1960,1377.0,156500
1800,6,2,1961,1800.0,141000
925,3,1,1961,0.0,99000
1851,3,2,1964,822.0,187000
1812,4,2,1962,864.0,169500
864,2,1,1962,864.0,125500
936,3,1,1962,896.0,130000
960,2,1,1926,850.0,103000
1432,2,2,1910,264.0,132000
1296,3,1,1927,845.0,127500
1022,2,1,1922,1022.0,89500
936,2,1,1980,936.0,140000
967,2,1,1920,967.0,99900
1047,2,1,1885,641.0,100000
1072,2,1,1940,808.0,130000
1174,2,1,1900,680.0,135000
1183,2,1,1948,649.0,120000
1131,2,1,1937,907.0,89471
1141,3,1,1900,570.0,85000
960,2,1,1920,960.0,108500
1798,4,2,1900,1075.0,137000
866,2,1,1945,686.0,110500
968,2,1,1923,968.0,100000
1772,3,2,1910,725.0,184900
1642,4,1,1927,728.0,145000
1472,3,1,1925,702.0,125000
1232,3,1,1910,616.0,114000
2337,5,2,1900,662.0,90000
1650,3,2,1910,926.0,144100
2210,5,2,1880,1008.0,117500
1358,3,1,1930,687.0,124500
2454,3,2,1879,819.0,185000
2291,4,2,1910,1214.0,133900
1616,3,2,1926,1149.0,152000
1559,2,1,1948,1559.0,153500
2554,3,1,1890,718.0,159500
1248,2,1,1930,912.0,87000
968,2,1,1956,0.0,104500
1382,1,2,1949,0.0,110000
1060,1,1,1925,756.0,136500
1435,3,1,1950,910.0,128250
1167,3,1,1920,915.0,144000
1635,3,1,1923,1065.0,210000
1274,3,2,1939,728.0,135000
1232,3,1,1939,600.0,128000
1218,3,1,1941,735.0,131000
884,2,1,1939,884.0,113000
1409,3,1,1938,861.0,126000
1322,4,1,1939,672.0,132000
1426,3,1,1930,966.0,131750
1281,2,1,1926,756.0,132500
1513,4,1,1920,939.0,137500
854,2,1,1929,832.0,132000
1367,3,1,1931,884.0,127500
986,2,1,1926,960.0,102000
2264,4,2,1918,1100.0,200000
1824,3,1,1919,764.0,180500
1376,3,1,1920,768.0,165000
1316,4,1,1926,750.0,90000
1396,3,1,1915,698.0,153575
1344,3,1,1929,672.0,140000
2526,5,2,1916,714.0,136000
1173,3,2,1901,592.0,113000
1214,2,1,1901,969.0,117000
1818,4,1,1931,1040.0,169500
1108,3,1,1930,637.0,139400
2294,5,3,1963,741.0,202500
1355,3,1,1914,684.0,127000
1375,3,1,1937,780.0,141000
1952,4,1,1950,976.0,212300
2180,3,1,1915,1138.0,161000
1315,3,2,1958,808.0,99500
1111,3,1,1920,530.0,101000
1196,2,1,1916,1196.0,109900
1382,2,1,1941,720.0,128500
1889,4,1,1910,925.0,122000
840,3,1,1930,672.0,87000
1484,3,2,1910,771.0,50000
2267,3,1,1937,1005.0,219000
3086,3,3,1946,1598.0,200500
1134,3,1,1940,756.0,126000
1282,2,1,1942,672.0,108500
999,3,1,1963,925.0,130000
1452,2,1,1964,1420.0,158450
1005,3,1,1964,1005.0,115400
1029,3,1,1961,1029.0,118500
1020,3,2,1964,980.0,165000
1040,3,1,1966,1040.0,123000
913,3,1,1966,814.0,129000
894,3,1,1966,894.0,125000
948,3,1,1968,948.0,108000
868,2,1,1971,768.0,119900
897,3,1,1968,876.0,115000
943,2,1,1967,943.0,134500
955,3,1,1966,955.0,127000
894,3,1,1968,894.0,129000
1285,3,1,1977,660.0,143500
912,3,1,1966,912.0,129000
1375,3,1,1956,1240.0,187000
2654,4,3,1920,671.0,158000
1416,3,2,1918,816.0,112000
1302,2,1,1940,680.0,165250
1299,3,1,1954,967.0,150000
1176,3,1,1958,1158.0,137000
998,3,1,1945,0.0,89500
1824,2,2,1971,1643.0,302000
1522,3,2,1984,1190.0,182000
2060,4,2,1988,1151.0,211000
1325,3,2,1948,409.0,216000
1630,3,2,1953,1073.0,130000
1242,2,1,1946,484.0,109900
2422,4,3,1954,1288.0,255000
2158,4,2,1950,1202.0,243000
1626,3,1,1954,988.0,154000
864,3,1,1958,864.0,118000
943,3,1,1958,0.0,80000
1440,4,2,1977,1440.0,150000
605,2,1,1920,528.0,86000
1038,2,2,1984,1038.0,130000
1342,4,1,1951,1342.0,125000
1480,4,1,1951,1080.0,136500
1362,4,2,1920,951.0,96000
1340,3,1,1957,0.0,120000
1822,4,2,1984,1105.0,228500
1442,3,2,1990,910.0,179900
2243,4,2,1990,700.0,225000
2730,4,2,1986,1502.0,301000
2127,4,2,1991,1104.0,238000
1982,3,2,1989,807.0,228500
1958,3,2,1994,779.0,220000
2696,4,2,2007,1264.0,383970
2828,4,3,2006,1466.0,424870
1651,3,2,2007,1643.0,250000
2140,3,2,2006,2140.0,360000
1494,3,2,2006,1494.0,279500
1316,3,2,2007,1316.0,200141
1651,3,2,2007,1643.0,246500
2574,3,2,2007,1482.0,276000
1274,3,2,2005,1274.0,203000
1456,3,2,2006,728.0,155835
1240,2,2,2006,1240.0,194000
1208,2,2,2007,1208.0,195400
1546,3,2,2005,1546.0,217000
1500,3,2,2006,1489.0,212999
1270,2,2,2005,1270.0,175900
1795,3,2,2005,879.0,191000
1314,3,2,2006,1314.0,176432
2062,3,2,1988,1157.0,277000
1873,3,2,1988,929.0,207000
2144,4,2,1958,1444.0,277000
1953,3,2,1992,1580.0,240000
2087,5,2,1966,832.0,187500
1743,0,0,1976,966.0,279000
1022,3,1,1994,1022.0,139500
990,3,1,1994,990.0,126000
1200,3,2,1995,1200.0,177500
1308,3,2,1997,635.0,175000
1796,3,2,1998,794.0,211000
990,3,1,1994,990.0,146000
1097,3,1,1996,1097.0,147900
990,3,1,1994,990.0,123600
1786,3,2,1997,824.0,204750
1873,3,2,1999,988.0,235500
1753,3,2,1998,853.0,217000
1690,3,2,2001,845.0,190550
1842,3,2,2000,985.0,217500
1479,3,2,2003,1453.0,226000
1668,3,2,2003,840.0,180000
894,3,1,1974,864.0,131000
1025,3,2,1976,1015.0,153500
1009,3,2,1977,995.0,160000
1040,3,1,1977,1040.0,134900
907,3,1,1977,876.0,130000
879,3,1,1975,864.0,120000
882,3,1,1972,882.0,112500
969,3,1,1975,969.0,122000
864,3,1,1972,864.0,127000
875,3,1,1972,385.0,117000
2000,3,2,2004,2000.0,305900
2169,3,2,2002,1284.0,228500
1673,3,2,2000,1673.0,270000
1459,3,2,2002,1459.0,192000
1932,3,2,2003,979.0,213000
1729,3,2,2002,860.0,200000
2452,4,2,1998,1028.0,267000
1592,3,2,1994,1556.0,228000
2439,4,2,2001,1531.0,275000
1992,3,2,1996,860.0,211000
1668,3,2,2002,1626.0,285000
2090,3,2,1995,1220.0,240000
848,1,1,2003,848.0,131500
1341,1,1,1999,1341.0,246900
1928,4,2,2003,847.0,219500
1337,3,2,2003,1337.0,185000
1476,3,2,2007,738.0,179400
1797,3,2,2006,939.0,213500
1422,3,2,2004,1422.0,179600
1190,2,2,2005,1169.0,173500
1330,3,2,2006,1330.0,167840
1491,3,2,2006,738.0,168675
1536,3,2,2005,768.0,167000
1214,2,1,1965,1214.0,140000
936,2,1,1967,936.0,118500
1088,2,1,1963,1088.0,110000
960,3,1,1965,960.0,94750
1351,3,1,1925,901.0,122000
1179,2,1,1960,1179.0,110000
816,3,1,1990,816.0,118500
1044,3,1,1976,960.0,133500
1113,3,1,1976,1143.0,148000
2233,5,2,1979,0.0,141000
1125,2,1,2006,1125.0,155000
1090,2,1,2005,1090.0,157000
1408,3,2,2005,734.0,171500
5095,2,2,2008,5095.0,183850
4676,3,3,2007,3138.0,184750
1072,2,1,2005,547.0,140000
960,2,1,1959,960.0,131750
1152,2,2,1955,0.0,61500
948,3,1,1954,864.0,111000
1195,4,2,1946,1195.0,98500
774,3,1,1931,544.0,79000
865,2,1,1920,660.0,108500
894,3,1,1954,894.0,110000
1346,2,1,1910,560.0,112000
768,2,1,1955,768.0,125000
864,3,1,1955,864.0,79275
948,3,1,1954,948.0,119000
3395,8,2,1914,1440.0,200000
2592,6,2,1923,1296.0,150000
1502,3,1,1923,602.0,165000
789,2,1,1926,768.0,96500
1422,3,1,1926,1290.0,136500
1298,2,2,1921,651.0,146500
1768,3,1,1937,731.0,175000
1098,2,1,1930,531.0,148500
1436,3,1,1921,585.0,141500
1426,3,1,1918,912.0,189950
1461,3,1,1926,686.0,135000
1646,4,2,1941,918.0,164000
694,2,1,1913,440.0,90350
1250,3,2,1910,661.0,139000
954,2,1,1938,920.0,119750
1958,4,2,1946,979.0,145000
2002,4,2,1949,1001.0,145000
1718,4,2,1927,851.0,238000
1226,2,1,1951,0.0,153500
2624,4,2,1918,1370.0,239000
3194,4,2,1934,965.0,359100
1755,4,2,1930,930.0,188000
1991,3,1,1932,854.0,220000
1355,3,2,1941,728.0,140000
2727,3,2,1932,853.0,315000
2320,3,2,1945,1028.0,259500
1839,3,2,1957,1477.0,257500
1740,3,1,1940,800.0,219500
2259,3,2,1953,1809.0,217000
1560,3,1,1960,1560.0,201000
1488,3,2,1968,1488.0,215000
1045,2,1,1980,516.0,123900
1680,4,2,1995,1680.0,170000
1020,1,1,1988,1004.0,200000
1696,3,2,1971,1696.0,198000
2515,4,3,1957,2035.0,200624
2726,2,2,1986,279.0,315000
1517,3,2,1919,793.0,115000
1215,3,1,1940,720.0,141000
803,2,1,1941,720.0,87000
1601,3,2,1925,936.0,129850
1123,3,1,1939,732.0,100000
1828,3,2,1923,859.0,150909
816,2,1,1922,816.0,75200
1012,2,1,1920,1012.0,118400
1077,2,1,1920,961.0,67000
1558,4,1,1950,910.0,152000
845,1,1,1939,0.0,68104
1991,4,2,1895,957.0,119600
1073,3,1,1957,1073.0,140000
1001,2,1,1930,837.0,124900
1625,2,2,2006,1573.0,375000
1625,2,2,2006,1573.0,235000
1299,2,2,1979,1001.0,183500
912,2,1,1978,888.0,156000
1080,3,1,1983,1084.0,134000
1392,3,2,2002,1441.0,215000
1409,1,1,2002,1409.0,245000
1478,3,2,1991,1454.0,210000
918,3,1,1975,852.0,148000
1026,2,1,1974,970.0,143000
1501,2,2,1987,1501.0,244000
1502,1,1,1998,1502.0,330000
1328,2,1,1959,1350.0,170000
2279,4,2,1958,585.0,257000
1689,3,2,2006,1689.0,231713
1564,2,2,2006,1546.0,267300
1484,2,2,2006,1476.0,265900
1571,3,2,2007,1571.0,239000
1646,3,2,2006,1638.0,248900
1240,3,2,1985,1265.0,174000
1717,3,2,1990,1156.0,187500
1756,3,2,1996,872.0,204000
1312,2,2,2001,1267.0,180500
1146,3,2,2003,868.0,187500
1922,2,2,2002,1922.0,282000
1491,3,2,1996,1491.0,178000
1629,3,2,2002,1616.0,270000
2486,5,3,2003,1122.0,279900
1572,3,1,1963,1572.0,186700
1776,3,2,2006,1732.0,283463
1824,3,2,2006,1824.0,392000
2482,4,2,2005,1094.0,281213
1120,3,1,2007,1120.0,147000
2034,2,1,1953,0.0,130000
936,0,0,1996,920.0,140000
1040,3,1,1963,1064.0,132250
1632,4,2,1967,1632.0,143000
1622,3,1,1961,1249.0,168000
1060,3,1,1976,1040.0,129900
1142,3,1,1976,1142.0,134000
1092,3,1,1972,546.0,85500
992,2,1,1970,530.0,106500
1092,3,1,1970,546.0,93900
1092,3,1,1970,546.0,75000
630,1,1,1970,630.0,84500
1092,3,1,1976,546.0,75190
1062,3,1,1976,1029.0,146800
1008,1,1,1977,923.0,153500
1356,3,2,1977,1244.0,188000
1676,3,1,1977,1160.0,196000
1432,3,1,1977,716.0,157000
796,2,1,1971,796.0,138000
768,2,1,1970,768.0,129500
1608,3,1,1961,1396.0,80000
845,2,1,1982,845.0,129500
1178,3,1,1976,1090.0,135000
816,2,1,1982,816.0,124500
816,2,1,1983,816.0,139000
974,3,1,1991,974.0,93500
887,3,1,1984,864.0,124500
1293,2,2,1954,1178.0,149900
1024,2,1,1956,1008.0,157500
1797,3,1,1957,1617.0,169000
1390,1,1,1957,1705.0,252000
1851,3,2,1969,1851.0,192100
1525,3,2,1997,813.0,183500
2236,4,2,1997,964.0,222000
1671,3,2,1995,781.0,170000
1498,3,2,1995,691.0,187500
1776,3,2,1996,821.0,202000
1511,3,2,1997,802.0,185000
2462,4,2,2005,1392.0,320000
1670,3,2,2006,1670.0,240000
2064,4,2,2005,1074.0,250000
1801,3,2,2005,893.0,239900
2212,3,2,2005,1700.0,309000
2021,3,2,2006,868.0,274725
2687,4,2,1994,2062.0,270000
1169,3,2,1993,1160.0,183500
1501,3,2,1993,697.0,165600
1632,3,2,1998,935.0,176500
1204,2,2,1987,1191.0,130000
1767,2,2,1987,1064.0,239000
1742,2,2,1985,1742.0,275000
2798,3,3,2005,1398.0,457347
3390,5,3,2006,1528.0,545224
2473,4,2,2006,1094.0,356383
2868,4,3,2005,1992.0,556581
2576,4,2,2006,1234.0,361919
2698,4,2,2006,1850.0,535000
2795,4,3,2005,1390.0,401179
2945,3,3,2006,1410.0,438780
2320,2,2,1948,0.0,169000
1056,3,1,1955,1056.0,145000
1714,2,2,2005,1714.0,318000
1826,3,2,2005,1814.0,319000
2000,3,2,2005,1910.0,470000
1621,3,2,1984,1208.0,202500
2183,4,2,1988,1204.0,229000
2263,3,2,1977,795.0,235000
1574,3,2,1976,796.0,190000
1102,2,1,1980,988.0,169000
1872,3,2,1988,1845.0,241500
1857,4,2,1978,945.0,188900
1686,3,2,1980,1686.0,207500
2784,5,3,1978,1392.0,250000
1552,3,2,1975,713.0,179900
1083,2,1,1976,1047.0,172000
2318,3,2,2005,960.0,294323
1875,3,3,1975,675.0,184500
1074,3,1,1975,1056.0,153500
1664,4,2,1976,832.0,162900
1309,3,1,1974,1040.0,181000
1103,3,2,1974,1103.0,155000
1096,3,1,1969,1096.0,138800
864,3,1,1970,864.0,116050
858,3,1,1971,858.0,88000
874,3,1,1971,864.0,97500
1419,2,2,2002,1487.0,190000
1092,3,1,1973,525.0,105500
1365,3,1,1973,765.0,125500
987,2,1,1973,483.0,83000
1030,3,1,1972,494.0,116000
1218,3,1,1971,672.0,91500
1218,3,1,1972,672.0,118000
948,2,1,1972,483.0,89000
1092,3,1,1972,525.0,108000
987,2,1,1972,483.0,94500
1069,2,2,1975,1069.0,146300
1387,3,1,1967,943.0,145000
900,3,1,1967,864.0,123000
1055,2,2,1976,1055.0,137500
1456,3,2,1976,855.0,144000
1980,3,2,2004,1980.0,315000
2589,4,2,2006,1738.0,412083
2596,4,3,2006,1249.0,342643
1618,2,2,2004,1618.0,252000
2076,2,2,2006,2076.0,465000
1740,4,2,2006,1721.0,293000
1868,2,2,2005,1868.0,415000
1850,3,2,2004,1833.0,326000
2376,4,3,2005,1158.0,325300
2452,4,3,2004,1117.0,309000
2206,4,2,2005,1090.0,300000
2098,3,2,2005,1030.0,275500
2091,3,2,2005,1606.0,338500
2324,4,3,2005,1175.0,345000
2253,3,2,2005,1209.0,344133
2389,4,2,2006,1054.0,298236
2358,4,2,2005,1524.0,329900
1944,3,2,2003,1896.0,360000
1970,3,2,2006,1085.0,281000
1792,2,2,2005,1792.0,372397
1780,2,2,2004,1780.0,378000
1792,2,2,2003,1792.0,374000
2728,4,2,2005,1848.0,437154
1904,3,2,2005,1058.0,275000
1914,3,2,2004,1420.0,279000
1364,2,2,2005,1364.0,185850
1565,2,2,2005,1560.0,282500
1368,2,2,2005,1368.0,202500
1368,2,2,2005,1368.0,202665
1686,1,2,2006,1686.0,332200
1666,2,2,2006,1666.0,310090
1405,2,2,2003,1405.0,171750
1316,3,2,2005,1316.0,169990
